p,m_k,n_k,q_k
433080017,16,2,20809
433193393,18,2,20807
433386137,24,2,20411
433388393,22,2,20717
433798349,8,3,757
434680817,4,2,20849
435014453,2,2,20857
435015473,10,2,20857
435129377,28,2,12911
435276593,18,2,20857
435682133,2,2,20873
435711833,22,2,20773
435944273,18,2,20873
436017713,26,2,19207
436266833,6,2,20887
436371137,28,2,12959
436528913,18,2,20887
436684673,6,2,20897
436833737,16,2,20899
436935413,2,2,20903
436936433,10,2,20903
437461457,28,2,13001
437688497,8,2,20921
437692337,12,2,20921
438711857,28,2,13049
439071617,20,2,20929
439490297,20,2,20939
439876433,22,2,20873
440202377,4,2,20981
440267897,16,2,20981
440711083,1,3,761
440711113,5,3,761
440713129,11,3,761
440842153,17,3,761
441046097,12,2,21001
441384257,28,2,13151
441462377,8,2,21011
441546173,2,2,21013
441547193,10,2,21013
441590537,24,2,20611
441714353,6,2,21017
441798377,4,2,21019
441808313,18,2,21013
443441897,28,2,13229
443819513,10,2,21067
443834873,14,2,21067
444480977,24,2,20681
444750353,26,2,19433
445256297,12,2,21101
445294673,26,2,19447
445505513,6,2,21107
445564937,28,2,13309
445740473,22,2,21013
445794497,20,2,21089
446096657,4,2,21121
446096897,8,2,21121
446857577,8,2,21139
447026513,6,2,21143
447145217,20,2,21121
447345737,16,2,21149
447872573,2,2,21163
448554137,12,2,21179
448558697,28,2,13421
448615577,16,2,21179
448959737,24,2,20789
449037713,26,2,19543
449095937,28,2,13441
449124017,16,2,21191
449143313,6,2,21193
449405393,18,2,21193
449428673,26,2,19553
449906777,8,2,21211
450602753,26,2,19583
451151273,26,2,19597
451379417,20,2,21221
451435013,2,2,21247
451435073,6,2,21247
451458017,24,2,20849
452370377,4,2,21269
452374457,12,2,21269
452435897,16,2,21269
452966093,2,2,21283
452972873,18,2,21277
453337553,22,2,21193
454414553,6,2,21317
454465457,24,2,20921
454500017,8,2,21319
454772993,14,3,769
454800257,24,2,20929
454932473,18,2,21323
455218937,24,2,20939
455503817,16,2,21341
455550497,28,2,13679
456486857,20,2,21341
456979577,24,2,20981
457065737,12,2,21379
457160393,22,2,21283
457232693,2,2,21383
457232753,6,2,21383
457494833,18,2,21383
457578977,12,2,21391
457847993,14,2,21397
458006897,12,2,21401
458239337,24,2,21011
458259713,6,2,21407
458351417,28,2,13781
458521793,18,2,21407
458575577,24,2,21019
458864633,22,2,21323
458950913,22,3,769
459051377,20,2,21401
459389873,14,2,21433
459635633,18,2,21433
460008737,28,2,13841
460507337,28,2,13859
460853513,26,2,19843
461170433,22,2,21377
461433377,4,2,21481
461523137,24,2,21089
461673257,28,2,13901
461867177,12,2,21491
461889919,1,3,773
461953313,18,2,21487
461965433,14,2,21493
462025913,22,2,21397
462380033,10,2,21503
462982313,10,2,21517
463501673,18,2,21523
463501937,12,2,21529
463563377,16,2,21529
463634537,24,2,21139
464057417,24,2,21149
464704313,6,2,21557
464962973,2,2,21563
464966393,18,2,21557
465225857,12,2,21569
465327257,24,2,21179
465566993,6,2,21577
465829073,18,2,21577
465835697,24,2,21191
465839057,20,2,21559
465885473,22,2,21487
465998633,6,2,21587
466428497,28,2,14071
466668737,16,2,21601
466710017,28,2,14081
467122793,10,2,21613
467433833,22,2,21523
467565377,20,2,21599
467651777,20,2,21601
468083897,20,2,21611
468679217,4,2,21649
468679457,8,2,21649
469147577,24,2,21269
469199177,8,2,21661
469718933,2,2,21673
469719953,10,2,21673
469761233,22,2,21577
470168873,14,2,21683
470247497,20,2,21661
470672297,28,2,14221
470933657,8,2,21701
470937497,12,2,21701
471454433,6,2,21713
471469457,28,2,14249
471488993,22,2,21617
471641633,26,2,20113
471981977,20,2,21701
472043993,26,2,20123
472062593,6,2,21727
472498193,10,2,21737
472513553,14,2,21737
472584137,4,2,21739
473110097,12,2,21751
473526497,28,2,14321
474063593,6,2,21773
474064433,18,2,21767
474220193,26,2,20177
474265513,25,3,761
474346793,22,2,21683
474462353,26,2,20183
474674393,10,2,21787
474689753,14,2,21787
475370873,6,2,21803
475387193,14,2,21803
475478777,28,2,14389
475982513,10,2,21817
476160137,12,2,21821
476243633,18,2,21817
476483153,26,2,20233
476941937,4,2,21839
476946017,12,2,21839
477029297,4,2,21841
477991793,10,2,21863
478077857,20,2,21841
478252913,18,2,21863
478257833,22,2,21773
478843697,16,2,21881
478984217,24,2,21499
479319833,14,2,21893
480096017,12,2,21911
480175793,22,2,21817
480275057,24,2,21529
481232033,6,2,21937
481248353,14,2,21937
481494113,18,2,21937
481511633,14,2,21943
482285537,4,2,21961
482289617,12,2,21961
482443097,28,2,14629
482735777,28,2,14639
482794337,28,8,11
482988593,6,2,21977
483497753,22,2,21893
483868013,2,2,21997
483869033,10,2,21997
483884393,14,2,21997
484394153,18,2,22003
484652657,20,2,21991
485189753,10,2,22027
485205113,14,2,22027
485456417,24,2,21649
485689553,22,2,21943
485717777,8,2,22039
485976137,24,2,21661
486250697,12,2,22051
486263537,28,2,14759
486312137,16,2,22051
486617897,28,2,14771
486952493,2,2,22067
486953513,10,2,22067
487182833,22,2,21977
487214633,18,2,22067
487217333,2,2,22073
487233713,14,2,22073
487444427,10,3,787
487459787,14,3,787
487710617,24,2,21701
488012297,4,2,22091
488117033,14,2,22093
488530817,20,2,22079
488807897,4,2,22109
488811977,12,2,22109
488896337,4,2,22111
488900417,12,2,22111
488961857,16,2,22111
489428153,10,2,22123
489692897,8,2,22129
489823673,22,2,22037
489869693,2,2,22133
490755413,2,2,22153
490756433,10,2,22153
490932713,6,2,22157
491021537,8,2,22159
491025377,12,2,22159
491194793,18,2,22157
491411633,22,2,22073
491609177,28,2,14939
491973617,24,2,21799
492069857,20,2,22159
492355817,12,2,22189
492545633,14,2,22193
492933257,24,2,21821
493719137,24,2,21839
494063993,22,2,22133
494128697,8,2,22229
494193977,16,2,22229
494243417,24,2,21851
494929073,6,2,22247
495177017,20,2,22229
496353857,4,2,22279
496892777,12,2,22291
497602253,2,2,22307
497658257,24,2,21929
499209653,2,2,22343
499543337,16,2,22349
500040113,26,2,20807
500282693,2,2,22367
500283713,10,2,22367
500437697,16,2,22369
500723537,28,2,15241
500726393,22,2,22283
501420737,20,2,22369
502142177,24,2,22031
502163537,8,2,22409
502188977,28,2,15289
502405457,20,2,22391
503239493,2,2,22433
503240513,10,2,22433
503255873,14,2,22433
503501633,18,2,22433
504137213,2,2,22453
504476993,22,2,22367
504789497,24,2,22091
504855977,4,2,22469
504921497,16,2,22469
505395377,4,2,22481
505485353,6,2,22483
505501673,14,2,22483
505585097,24,2,22109
505673537,24,2,22111
505819913,22,2,22397
506295017,4,2,22501
506469857,24,2,22129
506810657,16,2,22511
507793697,20,2,22511
508162217,16,2,22541
508203233,14,2,22543
508457657,8,2,22549
509026577,28,2,15511
509450057,4,2,22571
509515577,16,2,22571
509540393,6,2,22573
509556713,14,2,22573
509802473,18,2,22573
510829217,28,2,15569
511347773,2,2,22613
511619177,4,2,22619
511619417,8,2,22619
512240297,24,2,22259
512433773,2,2,22637
512433833,6,2,22637
512528417,12,2,22639
512576081,28,12,5
512614313,26,2,21107
512667737,20,2,22619
512695913,18,2,22637
512701097,28,2,15629
512705513,6,2,22643
512706473,10,2,22643
512758217,20,2,22621
513067817,4,2,22651
513068057,8,2,22651
513326657,28,2,15649
513702377,28,2,15661
513883817,8,2,22669
513887657,12,2,22669
513949097,16,2,22669
514650181,23,3,797
514981433,26,2,21163
515153813,2,2,22697
515154833,10,2,22697
515244617,4,2,22699
515248697,12,2,22699
515930057,20,2,22691
516062093,2,2,22717
516062153,6,2,22717
516063113,10,2,22717
516078473,14,2,22717
516243857,4,2,22721
516244097,8,2,22721
516309377,16,2,22721
516517553,10,2,22727
516899753,22,2,22643
517218617,16,2,22741
517608257,8,2,22751
517673537,16,2,22751
517694393,26,2,21227
518201657,20,2,22741
518427617,8,2,22769
518543873,26,2,21247
518656577,20,2,22751
518791733,2,2,22777
518792753,10,2,22777
518808113,14,2,22777
519065153,6,2,22783
519066113,10,2,22783
519247373,2,2,22787
519475937,20,2,22769
519509513,18,2,22787
519675047,28,3,631
520159253,2,2,22807
520159313,6,2,22807
520175633,14,2,22807
520616513,10,2,22817
520631873,14,2,22817
520877633,18,2,22817
521277257,28,2,15901
522533897,4,2,22859
522629417,12,2,22861
523082897,8,2,22871
523086737,12,2,22871
523125137,28,2,15959
523148177,16,2,22871
523441673,22,2,22787
523582457,20,2,22859
523673897,20,2,22861
524423177,24,2,22531
524747033,14,2,22907
524809793,22,2,22817
525234617,24,2,22549
525372257,4,2,22921
526122353,14,2,22937
526368113,18,2,22937
526381253,2,2,22943
526381313,6,2,22943
526397633,14,2,22943
526453913,22,2,22853
527207537,4,2,22961
527551433,22,2,22877
527759753,10,2,22973
528256097,20,2,22961
528694433,14,2,22993
529057913,26,2,21493
529138013,2,2,23003
529301537,24,2,22639
529483321,13,3,809
529506137,4,2,23011
529798673,14,2,23017
529970537,12,2,23021
530031977,16,2,23021
530348393,26,2,21523
530519177,28,2,16189
531440873,6,2,23053
531493673,22,2,22963
531625253,2,2,23057
531625313,6,2,23057
531717497,4,2,23059
531717737,8,2,23059
531844097,20,2,23039
532271057,4,2,23071
532336577,16,2,23071
532766057,20,2,23059
533021057,24,2,22721
533319617,20,2,23071
534158057,28,2,16301
534230633,26,2,21613
534385217,24,2,22751
534395753,6,2,23117
534460307,20,3,811
535047257,12,2,23131
535204577,24,2,22769
535598513,6,2,23143
535860593,18,2,23143
536091737,20,2,23131
536709893,2,2,23167
536827793,26,2,21673
536929961,29,10,3
536949037,29,7,5
536987933,2,2,23173
537250073,18,2,23173
537442699,29,3,83
537756377,28,2,16411
538379213,2,2,23203
538661777,12,2,23209
539493593,6,2,23227
539755673,18,2,23227
539792753,22,2,23143
539859857,24,2,22871
540904193,22,2,23167
541312817,28,2,16519
541977377,16,2,23279
542048629,29,3,173
542149457,24,2,22921
542563913,6,2,23293
542564873,10,2,23293
543402737,4,2,23311
543838783,29,3,191
543873137,12,2,23321
543984737,24,2,22961
544148993,6,2,23327
544428953,6,2,23333
544917617,20,2,23321
545565833,14,2,23357
545691257,28,2,16651
545811593,18,2,23357
546175697,16,2,23369
546743657,24,2,23021
547024937,28,2,16691
547158737,20,2,23369
547252217,20,2,23371
547513217,4,2,23399
547517297,12,2,23399
548343233,22,2,23327
548372273,14,2,23417
548696537,28,2,16741
549299537,28,2,16759
549520249,29,3,233
549761813,2,2,23447
549778193,14,2,23447
550981733,2,2,23473
550998113,14,2,23473
551045177,28,2,16811
551219819,29,15,3
551240873,26,2,22003
551681033,26,2,22013
552109013,2,2,23497
552413221,27,5,53
553387693,5,3,821
553707977,4,2,23531
553712057,12,2,23531
553721657,20,2,23509
553773497,16,2,23531
554006753,14,2,23537
554079257,28,2,16901
554088617,12,2,23539
554150057,16,2,23539
554559497,12,2,23549
554755697,28,2,16921
554756537,20,2,23531
555133097,20,2,23539
555209513,26,2,22093
555214973,2,2,23563
555215033,6,2,23563
555403553,6,2,23567
555477113,18,2,23563
555665633,18,2,23567
556063577,4,2,23581
556303313,22,2,23497
556358083,29,7,11
556891793,18,2,23593
556916897,12,2,23599
557101673,6,2,23603
557112137,20,2,23581
557117993,14,2,23603
557384897,4,2,23609
557386217,24,2,23251
557442791,10,3,823
558236153,10,2,23627
558308273,18,2,23623
558422297,28,2,17029
558535073,14,2,23633
559409273,22,2,23563
559938593,10,2,23663
560221577,4,2,23669
560221817,8,2,23669
560225657,12,2,23669
560316257,4,2,23671
560600333,2,2,23677
560600393,6,2,23677
560862473,18,2,23677
561073973,2,2,23687
561090353,14,2,23687
561168737,4,2,23689
561172817,12,2,23689
561270137,20,2,23669
561295913,22,2,23603
561776269,23,3,821
562240433,22,2,23623
562595057,12,2,23719
563029561,25,3,809
563373593,26,2,22277
563730053,2,2,23743
563992193,18,2,23743
564131873,22,2,23663
564532673,26,2,22303
564585377,8,2,23761
565609411,7,3,827
565916537,4,2,23789
565920617,12,2,23789
565982057,16,2,23789
567059033,6,2,23813
567345017,8,2,23819
567414137,28,2,17291
567742313,14,2,23827
567916577,4,2,23831
567920657,12,2,23831
567924353,22,2,23743
568011953,6,2,23833
568399313,22,2,23753
569157473,10,2,23857
569418593,18,2,23857
569492657,28,2,17351
569936513,14,2,23873
570182273,18,2,23873
570206657,4,2,23879
570272177,16,2,23879
570485177,24,2,23531
570976673,26,2,22447
571227737,16,2,23899
571705817,16,2,23909
572275217,28,2,17431
572840777,24,2,23581
573350753,22,2,23857
573671297,28,2,17471
573690017,24,2,23599
573937913,6,2,23957
574674377,16,2,23971
574897553,10,2,23977
574912913,14,2,23977
575088377,4,2,23981
575088617,8,2,23981
575295713,26,2,22543
575664053,2,2,23993
575664113,6,2,23993
575680433,14,2,23993
576113537,16,2,24001
576473057,28,2,17551
576649193,26,2,22573
576977897,16,2,24019
577096577,20,2,24001
577458377,16,2,24029
578327993,18,2,24043
578354417,4,2,24049
578354657,8,2,24049
578358497,12,2,24049
578997257,16,2,24061
579090833,22,2,23977
579413297,8,2,24071
579917633,29,16,3
579990893,2,2,24083
580380377,12,2,24091
580412297,24,2,23741
580441817,16,2,24091
580681793,14,2,24097
580954613,2,2,24103
580955633,10,2,24103
581147453,2,2,24107
581147513,6,2,24107
581436773,2,2,24113
582401753,6,2,24133
582402713,10,2,24133
582856913,18,2,24137
583896233,22,2,24077
584628137,12,2,24179
584786297,16,2,24181
585148913,22,2,24103
585672617,20,2,24179
586047353,18,2,24203
587044457,4,2,24229
587529377,8,2,24239
587917073,6,2,24247
588513137,24,2,23911
588577697,20,2,24239
589239377,28,2,17911
589979513,22,2,24203
590589721,1,3,839
590589847,7,3,839
590720791,17,3,839
591316553,6,2,24317
591392297,28,2,17971
591751817,28,2,17981
591865577,24,2,23981
591900497,8,2,24329
592039577,28,2,17989
592111313,22,2,24247
593052799,29,3,383
593214833,26,2,22937
593945657,4,2,24371
594059513,14,2,24373
594305273,18,2,24373
594335897,8,2,24379
594409457,20,2,24359
594823337,4,6,29
594920897,4,2,24391
594924977,12,2,24391
595701713,6,2,24407
595702673,10,2,24407
595871897,20,6,29
595969457,20,2,24391
596010953,14,2,24413
596287817,8,2,24419
596483873,22,2,24337
596733617,28,2,18119
597336137,20,2,24419
597821657,28,2,18149
598021097,24,2,24109
598374827,28,3,691
598549673,26,2,23053
598734113,26,2,23057
598736057,12,2,24469
598927793,6,2,24473
599010833,26,2,23063
600048017,24,2,24151
600075977,28,2,18211
600118433,26,2,23087
600691097,4,2,24509
601249577,20,2,24499
601352113,29,3,401
601497977,24,2,24181
601573733,2,2,24527
602555273,6,2,24547
602556233,10,2,24547
603734057,4,2,24571
603734297,8,2,24571
604096793,26,2,23173
604816673,10,2,24593
605766857,16,2,24611
606223097,28,2,18379
607734737,20,2,24631
608070377,12,2,24659
608131817,16,2,24659
608677457,24,2,24329
608955353,10,2,24677
609009953,22,2,24593
609216473,18,2,24677
609250553,6,2,24683
609711017,16,2,24691
609859073,26,2,23297
610203953,18,2,24697
610538777,12,2,24709
610722857,24,2,24371
611462897,28,2,18521
611583257,20,2,24709
611721293,2,2,24733
612204137,28,2,18541
612513257,8,2,24749
613148633,22,2,24677
613206233,6,2,24763
614041937,24,2,24439
614097977,4,2,24781
614136113,22,2,24697
614163497,16,2,24781
614709233,14,2,24793
614990417,4,2,24799
615146537,20,2,24781
615486737,8,2,24809
616038977,20,2,24799
616096577,24,2,24481
616147577,16,2,24821
616870673,26,2,23447
616933903,29,3,431
617340497,28,2,18679
617373473,6,2,24847
617389793,14,2,24847
619018457,20,2,24859
619217873,26,2,23497
619462577,8,2,24889
619528817,24,2,24551
620359673,10,2,24907
620650493,4,3,853
620956577,4,2,24919
621155933,2,2,24923
621155993,6,2,24923
621172313,14,2,24923
622153313,6,2,24943
622169633,14,2,24943
622478537,24,2,24611
622512353,26,2,23567
622652213,2,2,24953
623059433,22,2,24877
623367473,14,2,24967
623550857,4,2,24971
623738513,26,2,23593
623850533,2,2,24977
623850593,6,2,24977
623866913,14,2,24977
623950697,8,2,24979
624097337,28,2,18859
624350417,24,4,157
624843497,24,2,24659
625650173,2,2,25013
625651193,10,2,25013
625666553,14,2,25013
626867753,14,2,25037
627709193,26,2,23677
628115393,18,2,25057
628655333,2,2,25073
629358593,10,2,25087
629422921,7,3,857
629859413,2,2,25097
629860433,10,2,25097
630627857,16,2,25111
630875177,24,2,24781
631028873,26,2,23747
631045673,22,2,25037
631366133,2,2,25127
632264393,26,2,23773
632372633,10,2,25147
632520017,28,2,19081
632673413,2,2,25153
632689793,14,2,25153
632935553,18,2,25153
633176573,2,2,25163
633192953,14,2,25163
633583337,12,2,25171
633644777,16,2,25171
633840803,10,3,859
634048097,28,2,19121
634183493,2,2,25183
634184513,10,2,25183
634445633,18,2,25183
634747097,24,2,24859
635057993,22,2,25117
635120753,26,2,23833
636002057,12,2,25219
636239537,24,2,24889
636502697,8,2,25229
636567977,16,2,25229
636831653,26,3,829
636906233,6,2,25237
637730393,14,2,25253
638266817,28,2,19231
640140617,4,2,25301
640241873,6,2,25303
640328057,24,2,24971
640503953,18,2,25303
640545497,4,2,25309
641153297,8,2,25321
641157137,12,2,25321
641218577,16,2,25321
642064937,4,2,25339
642069017,12,2,25339
642267653,2,2,25343
642284033,14,2,25343
642772913,26,2,23993
642977513,6,2,25357
642978473,10,2,25357
643239593,18,2,25357
643328177,24,2,25031
643444913,26,2,24007
643746833,18,2,25367
645174713,26,2,24043
645617537,8,2,25409
645718937,4,2,25411
645723017,12,2,25411
647550833,10,2,25447
647811953,18,2,25447
647871593,14,2,25453
648626513,18,2,25463
649703633,26,2,24137
651423593,6,2,25523
652342937,8,2,25541
652400513,18,2,25537
653364977,8,2,25561
655513613,2,2,25603
655514633,10,2,25603
655529993,14,2,25603
655777217,28,2,19681
655820897,4,2,25609
655821137,8,2,25609
655845497,20,2,25589
656332673,22,2,25537
656869457,20,2,25609
657362417,12,2,25639
658281653,2,2,25657
658281713,6,2,25657
658298033,14,2,25657
658425353,26,2,24317
658853537,28,2,19759
659057033,18,2,25667
659103953,10,2,25673
659119313,14,2,25673
659707913,22,2,25603
660131273,10,2,25693
660459617,20,2,25679
660645233,10,2,25703
660906353,18,2,25703
661151993,26,2,24373
661365113,10,2,25717
662188313,10,2,25733
662268293,28,3,733
662394497,24,2,25409
662449433,18,2,25733
662599097,4,2,25741
662664617,16,2,25741
663919937,24,2,25439
664324553,22,2,25693
665202017,28,2,19919
665691617,4,2,25801
665691857,8,2,25801
665695697,12,2,25801
666381593,22,2,25733
667669337,20,2,25819
668329553,18,2,25847
668875577,28,2,20011
668976953,26,2,24533
669219377,20,2,25849
669275897,28,2,20021
669363833,18,2,25867
670141937,24,2,25561
670965473,6,2,25903
671227553,18,2,25903
671280497,28,2,20071
671794817,8,2,25919
671798657,12,2,25919
672420857,12,2,25931
672831737,4,2,25939
673040273,10,2,25943
673400993,26,2,24623
673519937,16,2,25951
674389217,8,2,25969
674502977,20,2,25951
676156073,6,2,26003
676418153,18,2,26003
676884353,6,2,26017
677157977,16,2,26021
677233553,22,2,25943
677243417,28,2,20219
677508857,4,2,26029
677509097,8,2,26029
678291673,29,3,521
678557417,20,2,26029
679376297,24,2,25741
680315033,26,2,24763
680339273,14,2,26083
680350313,22,2,26003
680513153,26,2,24767
681888773,2,2,26113
682365617,24,2,25799
683351897,4,2,26141
683806033,13,3,881
683979473,6,2,26153
684398177,8,2,26161
684463457,16,2,26161
684921257,4,2,26171
684925337,12,2,26171
684986777,16,2,26171
685044377,28,2,20411
685235333,2,2,26177
685235393,6,2,26177
685236353,10,2,26177
685497473,18,2,26177
685549493,2,2,26183
685565873,14,2,26183
685769753,22,2,26107
685863977,8,2,26189
685867817,12,2,26189
686859353,18,2,26203
687467513,26,2,24907
687855593,6,2,26227
688117673,18,2,26227
688264793,26,2,24923
